,length (m),temperature (°C),Stokes,anti-Stokes
107,-638.638,-12.864,-0.094,-0.062
108,-637.624,219.34400000000002,-0.031,0.05
109,-636.609,-200.0,0.025,0.239
110,-635.595,-3.9530000000000003,-0.10300000000000001,-0.07200000000000001
111,-634.58,-200.0,0.009000000000000001,-0.29
112,-633.565,-134.326,-0.115,0.013999999999999999
113,-632.5509999999999,444.496,-0.10800000000000001,0.239
114,-631.536,168.355,0.105,-0.151
115,-630.5219999999999,122.78,0.096,-0.121
116,-629.507,-149.267,-0.466,-0.038
117,-628.492,97.805,0.201,-0.23399999999999999
118,-627.4780000000001,-66.024,0.084,0.034
119,-626.4630000000001,155.18,0.126,-0.17600000000000002
120,-625.4490000000001,-134.08700000000002,0.11199999999999999,-0.013999999999999999
121,-624.434,-200.0,-0.031,0.465
122,-623.419,-84.09100000000001,0.213,0.069
123,-622.405,-3.929,-0.12300000000000001,-0.087
124,-621.39,-200.0,0.006999999999999999,-0.16899999999999998
125,-620.376,800.0,-0.023,0.084
126,-619.361,402.19599999999997,-0.114,0.243
127,-618.346,402.515,-0.139,-0.295
128,-617.332,-200.0,-0.012,-0.11599999999999999
129,-616.317,-24.244,0.013000000000000001,0.008
130,-615.303,13.335999999999999,0.15,-0.11699999999999999
131,-614.288,170.672,-0.14400000000000002,-0.209
132,-613.273,-165.798,0.156,0.006999999999999999
133,-612.259,66.26,0.13,-0.133
134,-611.244,-169.456,0.25,-0.009000000000000001
135,-610.23,89.333,-0.32299999999999995,-0.365
136,-609.215,38.533,0.147,0.132
137,-608.201,-22.963,0.040999999999999995,0.025
138,-607.186,-114.60700000000001,0.23800000000000002,-0.046
139,-606.1709999999999,800.0,0.061,-0.257
140,-605.1569999999999,-65.516,-0.322,0.131
141,-604.1419999999999,36.423,-0.376,-0.335
142,-603.128,-50.49100000000001,0.34299999999999997,0.16399999999999998
143,-602.113,-8.93,-0.122,0.083
144,-601.0980000000001,791.96,-0.10099999999999999,-0.281
145,-600.0840000000001,-95.86,0.249,-0.067
146,-599.069,429.594,0.11,-0.24
147,-598.055,-140.25,-0.129,-0.013999999999999999
148,-597.04,26.614,0.294,-0.249
149,-596.025,557.005,0.073,0.17800000000000002
150,-595.011,224.745,-0.08900000000000001,0.145
151,-593.996,228.61599999999999,0.044000000000000004,-0.073
152,-592.982,119.637,0.14,0.17600000000000002
153,-591.967,-200.0,0.033,0.161
154,-590.952,90.58200000000001,0.071,0.081
155,-589.938,134.276,-0.023,-0.03
156,-588.923,-9.536,-0.12300000000000001,0.083
157,-587.909,-34.625,-0.086,0.047
158,-586.894,85.39,-0.09699999999999999,-0.107
159,-585.879,59.191,0.12,-0.11900000000000001
160,-584.865,134.05700000000002,-0.159,-0.20800000000000002
161,-583.85,202.523,0.039,0.06
162,-582.836,-200.0,0.017,-0.107
163,-581.821,-200.0,0.042,-0.29
164,-580.806,800.0,0.129,0.401
165,-579.7919999999999,380.664,0.055999999999999994,-0.11699999999999999
166,-578.7769999999999,-200.0,0.008,-0.145
167,-577.763,756.6489999999999,0.075,0.204
168,-576.748,-147.815,-0.08,-0.006999999999999999
169,-575.7330000000001,178.40900000000002,-0.11199999999999999,0.165
170,-574.719,-132.539,0.071,-0.009000000000000001
171,-573.7040000000001,800.0,0.083,-0.258
172,-572.69,143.162,0.139,-0.18600000000000003
173,-571.675,135.036,-0.28600000000000003,0.375
174,-570.661,-200.0,0.077,0.37
175,-569.646,-38.402,0.09699999999999999,0.052000000000000005
176,-568.631,800.0,0.046,0.15
177,-567.617,-74.633,0.19899999999999998,-0.07200000000000001
178,-566.602,91.685,-0.032,-0.037000000000000005
179,-565.5880000000001,-200.0,0.022000000000000002,0.38299999999999995
180,-564.573,16.647000000000002,0.138,0.111
181,-563.558,800.0,0.13699999999999998,-0.41100000000000003
182,-562.544,26.323,0.128,0.10800000000000001
183,-561.529,13.434000000000001,-0.401,0.314
184,-560.515,309.879,-0.08900000000000001,-0.168
185,-559.5,-114.666,-0.184,-0.035
186,-558.485,-125.698,0.221,-0.034
187,-557.471,775.727,-0.03,0.081
188,-556.456,800.0,-0.145,-0.456
189,-555.442,638.5790000000001,0.055999999999999994,0.14400000000000002
190,-554.427,128.516,-0.07200000000000001,0.09300000000000001
191,-553.4119999999999,65.721,0.35600000000000004,0.364
192,-552.398,159.393,-0.09,0.126
193,-551.383,800.0,-0.10300000000000001,0.336
194,-550.369,-200.0,0.012,-0.21600000000000003
195,-549.354,94.698,-0.053,-0.061
196,-548.339,-200.0,-0.008,-0.08
197,-547.325,-92.229,-0.192,0.055
198,-546.31,-200.0,-0.038,-0.196
199,-545.2959999999999,171.34400000000002,0.153,0.221
200,-544.281,434.031,-0.07400000000000001,-0.162
201,-543.266,-200.0,0.028999999999999998,0.201
202,-542.252,-200.0,0.027999999999999997,0.133
203,-541.237,-109.021,0.038,-0.008
204,-540.2230000000001,344.619,-0.024,0.047
205,-539.2080000000001,-153.626,0.18100000000000002,-0.013000000000000001
206,-538.193,69.73,-0.096,0.1
207,-537.179,-64.642,-0.218,-0.08900000000000001
208,-536.164,192.215,0.106,-0.161
209,-535.15,247.195,0.152,0.259
210,-534.135,-35.891,-0.2,-0.109
211,-533.121,8.921,0.16,-0.122
212,-532.106,-92.15899999999999,-0.308,-0.08800000000000001
213,-531.091,800.0,-0.038,0.106
214,-530.077,-112.56700000000001,-0.47100000000000003,0.095
215,-529.062,-70.743,0.244,0.09300000000000001
216,-528.048,-5.086,0.17800000000000002,-0.124
217,-527.033,168.458,-0.053,-0.077
218,-526.018,-200.0,-0.039,-0.289
219,-525.004,44.691,-0.098,-0.091
220,-523.989,13.512,-0.04,0.031
221,-522.975,113.613,0.29600000000000004,-0.36200000000000004
222,-521.96,9.583,0.062,-0.047
223,-520.945,-192.59099999999998,-0.102,0.001
224,-519.931,720.4939999999999,0.135,0.361
225,-518.9159999999999,-53.172,0.14300000000000002,-0.066
226,-517.9019999999999,-200.0,0.006,0.114
227,-516.887,-107.03,-0.43700000000000006,-0.09699999999999999
228,-515.872,-200.0,-0.013000000000000001,0.124
229,-514.8580000000001,-196.457,0.183,0.001
230,-513.8430000000001,-158.734,-0.426,-0.025
231,-512.8290000000001,-200.0,0.028999999999999998,0.139
232,-511.814,-14.634,-0.465,-0.302
233,-510.79900000000004,-16.980999999999998,-0.191,-0.122
234,-509.785,266.748,0.214,0.376
235,-508.77,-55.286,-0.154,0.07
236,-507.756,170.924,-0.08800000000000001,-0.128
237,-506.741,126.632,-0.133,-0.17
238,-505.726,-200.0,0.026000000000000002,0.265
239,-504.712,-17.984,-0.28600000000000003,-0.18
240,-503.69699999999995,-113.331,-0.304,-0.06
241,-502.68300000000005,4.647,-0.18100000000000002,0.134
242,-501.668,-62.075,0.055999999999999994,0.024
243,-500.653,-200.0,-0.001,-0.032
244,-499.639,532.5419999999999,0.05,-0.11800000000000001
245,-498.624,76.1,0.005,-0.005
246,-497.61,800.0,0.055999999999999994,-0.20199999999999999
247,-496.595,81.164,-0.034,-0.037000000000000005
248,-495.58099999999996,85.406,-0.138,0.153
249,-494.566,800.0,0.10400000000000001,0.353
250,-493.551,-45.466,0.17300000000000001,0.086
251,-492.537,-107.12299999999999,0.139,0.031
252,-491.522,-16.901,-0.132,-0.084
253,-490.50800000000004,-138.299,-0.087,0.01
254,-489.49300000000005,-200.0,0.02,0.09699999999999999
255,-488.478,800.0,-0.008,-0.033
256,-487.464,14.392999999999999,0.159,-0.125
257,-486.449,-200.0,0.067,0.303
258,-485.435,145.648,-0.092,0.124
259,-484.42,-134.175,-0.24600000000000002,0.031
260,-483.405,-109.539,-0.125,-0.027000000000000003
261,-482.39099999999996,30.079,0.12,-0.10300000000000001
262,-481.376,611.488,0.11699999999999999,0.295
263,-480.36199999999997,-21.159000000000002,0.113,0.07
264,-479.347,-35.618,-0.24100000000000002,0.131
265,-478.332,-66.758,0.153,-0.061
266,-477.31800000000004,1.082,0.134,-0.09699999999999999
267,-476.30300000000005,-11.421,-0.195,0.129
268,-475.289,22.095,-0.11800000000000001,0.09699999999999999
269,-474.274,-6.949,0.24,-0.16399999999999998
270,-473.259,-200.0,-0.03,0.191
271,-472.245,800.0,0.057,-0.22699999999999998
272,-471.23,-85.56299999999999,0.317,-0.099
273,-470.216,-200.0,-0.048,-0.223
274,-469.20099999999996,92.54299999999999,0.237,0.26899999999999996
275,-468.186,-115.522,-0.305,-0.057999999999999996
276,-467.17199999999997,-200.0,0.02,-0.49200000000000005
277,-466.157,-90.42,0.23800000000000002,-0.069
278,-465.14300000000003,-200.0,0.009000000000000001,0.188
279,-464.12800000000004,385.467,0.20800000000000002,0.43200000000000005
280,-463.11300000000006,-63.885,0.32899999999999996,0.135
281,-462.099,-135.083,-0.147,0.018000000000000002
282,-461.084,800.0,-0.055999999999999994,-0.159
283,-460.07,-39.335,-0.5589999999999999,-0.295
284,-459.055,-44.506,0.21899999999999997,0.11
285,-458.04,136.851,-0.18,-0.23600000000000002
286,-457.026,800.0,0.081,-0.267
287,-456.01099999999997,221.46900000000002,0.042,-0.067
288,-454.99699999999996,104.65,-0.245,-0.29
289,-453.98199999999997,-200.0,-0.018000000000000002,-0.228
290,-452.968,-86.036,0.292,-0.091
291,-451.95300000000003,-200.0,-0.055,-0.374
292,-450.93800000000005,-200.0,-0.027000000000000003,-0.165
293,-449.92400000000004,-200.0,0.025,-0.14400000000000002
294,-448.909,-9.459,-0.081,0.054000000000000006
295,-447.895,114.93700000000001,0.303,0.37200000000000005
296,-446.88,800.0,-0.031,-0.121
297,-445.865,-28.695,-0.055,-0.032
298,-444.851,800.0,0.13699999999999998,-0.385
299,-443.836,-91.637,0.268,-0.077
300,-442.82199999999995,-200.0,-0.065,0.322
301,-441.80699999999996,-65.743,0.27699999999999997,0.11199999999999999
302,-440.792,9.252,-0.07400000000000001,0.057
303,-439.778,-200.0,0.021,0.182
304,-438.76300000000003,800.0,0.039,0.136
305,-437.749,-113.11399999999999,-0.23,0.046
306,-436.73400000000004,80.389,-0.18,-0.195
307,-435.719,-12.387,0.157,0.10300000000000001
308,-434.705,-28.075,0.152,0.08800000000000001
309,-433.69,-124.839,-0.297,-0.046
310,-432.676,-32.851,-0.13,0.073
311,-431.661,-88.26700000000001,-0.37200000000000005,-0.11199999999999999
312,-430.64599999999996,-1.284,-0.16399999999999998,0.11599999999999999
313,-429.63199999999995,-33.598,-0.305,0.16899999999999998
314,-428.61699999999996,-20.718000000000004,-0.182,-0.11199999999999999
315,-427.603,588.161,0.154,-0.38
316,-426.588,-23.677,0.43200000000000005,-0.26
317,-425.57300000000004,-84.042,0.213,-0.068
318,-424.559,142.58,-0.08199999999999999,-0.109
319,-423.54400000000004,7.077999999999999,-0.045,0.033
320,-422.53,-88.35600000000001,0.165,0.049
321,-421.515,-200.0,-0.09,0.428
322,-420.5,-200.0,-0.005,0.442
323,-419.486,-200.0,-0.008,0.3
324,-418.471,-48.02,0.051,0.025
325,-417.457,-200.0,0.003,-0.087
326,-416.44199999999995,168.627,0.222,-0.317
327,-415.42800000000005,-123.855,-0.218,-0.035
328,-414.413,-147.64,-0.33,0.027999999999999997
329,-413.398,9.345,0.025,0.019
330,-412.384,-200.0,0.07,0.37
331,-411.369,-69.98899999999999,-0.012,-0.005
332,-410.355,50.419,-0.244,-0.23199999999999998
333,-409.34,800.0,-0.038,0.105
334,-408.325,800.0,0.037000000000000005,0.14300000000000002
335,-407.311,59.958,0.12300000000000001,-0.122
336,-406.296,-67.04,-0.15,-0.059000000000000004
337,-405.282,201.262,-0.037000000000000005,-0.057
338,-404.267,2.767,0.413,-0.301
339,-403.25199999999995,-26.686999999999998,0.221,-0.13
340,-402.23800000000006,61.793,0.293,-0.292
341,-401.223,800.0,-0.021,-0.061
342,-400.209,260.717,0.032,0.055999999999999994
343,-399.194,-94.242,0.23,-0.063
344,-398.17900000000003,297.849,0.07400000000000001,-0.13699999999999998
345,-397.165,800.0,0.064,-0.218
346,-396.15,-3.773,0.09,-0.063
347,-395.13599999999997,223.791,-0.077,-0.125
348,-394.121,800.0,0.076,-0.285
349,-393.106,97.928,0.045,0.052000000000000005
350,-392.092,-200.0,-0.018000000000000002,-0.132
351,-391.077,106.26299999999999,0.17,-0.20199999999999999
352,-390.06300000000005,-200.0,0.019,0.358
353,-389.048,-154.826,0.109,-0.006999999999999999
354,-388.033,224.467,-0.006999999999999999,0.012
355,-387.019,-10.765,-0.278,-0.184
356,-386.004,374.361,0.057,-0.115
357,-384.99,-200.0,-0.009000000000000001,0.124
358,-383.975,-45.101000000000006,-0.1,0.05
359,-382.96,-200.0,-0.013999999999999999,0.182
360,-381.94599999999997,11.147,0.2,0.153
361,-380.931,-127.78399999999999,0.146,0.021
362,-379.917,-200.0,0.028999999999999998,0.40399999999999997
363,-378.902,11.4,0.1,-0.077
364,-377.88800000000003,223.767,0.121,-0.196
365,-376.87300000000005,-200.0,-0.013000000000000001,0.066
366,-375.858,-129.881,-0.07400000000000001,0.01
367,-374.844,426.986,0.086,-0.185
368,-373.829,5.643,-0.132,-0.098
369,-372.815,206.595,0.302,-0.47200000000000003
370,-371.8,-200.0,-0.069,-0.319
371,-370.785,-81.995,-0.321,0.105
372,-369.77099999999996,206.21900000000002,0.147,-0.22899999999999998
373,-368.756,270.01099999999997,0.10400000000000001,0.184
374,-367.74199999999996,-200.0,-0.028999999999999998,-0.132
375,-366.727,126.887,0.151,0.191
376,-365.712,-27.635,0.14,0.081
377,-364.69800000000004,-109.204,-0.18600000000000003,0.04
378,-363.68300000000005,88.932,0.163,0.182
379,-362.66900000000004,465.21,-0.027999999999999997,-0.063
380,-361.654,-200.0,0.005,0.309
381,-360.639,-47.92,-0.266,0.129
382,-359.625,-133.082,0.025,-0.003
383,-358.61,-84.926,0.29100000000000004,-0.091
384,-357.596,40.510999999999996,0.045,0.040999999999999995
385,-356.58099999999996,60.477,0.11199999999999999,0.111
386,-355.566,51.058,0.204,0.193
387,-354.55199999999996,-29.767,0.33,0.18899999999999997
388,-353.537,-19.285999999999998,-0.297,0.184
389,-352.523,154.539,0.016,0.022000000000000002
390,-351.50800000000004,-200.0,-0.045,0.305
391,-350.49300000000005,-134.754,-0.035,0.004
392,-349.47900000000004,576.476,0.094,-0.231
393,-348.464,794.883,0.17300000000000001,0.47700000000000004
394,-347.45,-22.01,0.25,0.152
395,-346.435,-32.896,0.113,-0.063
396,-345.42,-200.0,0.061,0.479
397,-344.406,2.801,-0.064,-0.047
398,-343.39099999999996,800.0,0.07400000000000001,0.29
399,-342.37699999999995,-200.0,-0.016,0.45399999999999996
400,-341.36199999999997,289.366,-0.052000000000000005,-0.094
401,-340.348,202.64700000000002,0.154,-0.239
402,-339.333,-200.0,0.006,0.146
403,-338.31800000000004,-200.0,-0.021,0.225
404,-337.30400000000003,-128.582,0.124,0.018000000000000002
405,-336.289,432.235,-0.12300000000000001,0.267
406,-335.275,2.985,-0.317,-0.23
407,-334.26,-200.0,0.009000000000000001,0.2
408,-333.245,-23.004,-0.126,-0.076
409,-332.231,326.1,-0.09300000000000001,-0.17800000000000002
410,-331.216,679.2610000000001,0.065,-0.168
411,-330.202,-115.70700000000001,-0.33,-0.062
412,-329.18699999999995,249.873,0.081,-0.138
413,-328.17199999999997,-114.539,0.11,-0.021
414,-327.158,117.11200000000001,-0.162,0.19899999999999998
415,-326.143,91.569,0.048,0.054000000000000006
416,-325.129,-200.0,-0.038,-0.175
417,-324.11400000000003,58.998999999999995,-0.066,-0.065
418,-323.099,743.357,-0.040999999999999995,-0.11
419,-322.085,-10.943,0.113,0.07400000000000001
420,-321.07,714.383,0.065,-0.174
421,-320.056,-145.639,0.15,0.013000000000000001
422,-319.041,192.00900000000001,-0.076,0.115
423,-318.026,-126.344,0.115,0.017
424,-317.012,-42.853,-0.258,0.131
425,-315.997,-42.34,0.157,0.08
426,-314.983,271.16900000000004,0.035,0.062
427,-313.968,-83.77,-0.14300000000000002,0.046
428,-312.953,616.276,0.09300000000000001,0.233
429,-311.939,535.269,0.10800000000000001,0.255
430,-310.92400000000004,270.67400000000004,-0.184,0.32299999999999995
431,-309.91,119.191,0.045,0.055
432,-308.895,62.146,-0.254,0.254
433,-307.88,253.644,-0.08,-0.136
434,-306.866,-200.0,-0.006,0.054000000000000006
435,-305.851,414.334,0.054000000000000006,0.114
436,-304.837,133.619,0.057999999999999996,0.075
437,-303.822,-132.339,0.207,-0.027000000000000003
438,-302.807,1.238,-0.142,-0.102
439,-301.793,239.984,0.128,0.214
440,-300.778,643.206,0.031,-0.078
441,-299.764,-19.592,-0.248,0.154
442,-298.749,267.233,-0.040999999999999995,0.07200000000000001
443,-297.735,-52.023999999999994,-0.373,0.17300000000000001
444,-296.72,96.027,0.04,0.046
445,-295.705,-65.301,-0.33,0.133
446,-294.691,-133.455,-0.318,-0.04
447,-293.676,45.957,-0.11699999999999999,-0.10800000000000001
448,-292.66200000000003,-60.19,0.12300000000000001,0.053
449,-291.647,-153.971,0.418,-0.027999999999999997
450,-290.632,-76.242,0.10400000000000001,0.037000000000000005
451,-289.618,-92.305,0.305,-0.086
452,-288.603,-55.781000000000006,-0.314,0.14
453,-287.589,-200.0,-0.075,0.35100000000000003
454,-286.574,269.508,-0.102,-0.179
455,-285.559,4.878,0.284,0.209
456,-284.545,224.847,0.026000000000000002,0.042
457,-283.53,316.347,-0.087,0.165
458,-282.51599999999996,-200.0,0.017,0.249
459,-281.501,-50.24,0.185,0.08800000000000001
460,-280.486,-135.648,-0.109,0.013000000000000001
461,-279.472,800.0,0.083,0.287
462,-278.457,-101.76,-0.172,0.042
463,-277.443,-139.945,0.36,-0.038
464,-276.428,800.0,0.079,-0.285
465,-275.413,427.652,-0.121,-0.26
466,-274.399,139.439,-0.025,-0.033
467,-273.384,-200.0,0.034,0.19
468,-272.37,-76.801,0.23199999999999998,0.081
469,-271.355,-1.808,-0.309,-0.217
470,-270.34,-200.0,0.061,-0.275
471,-269.32599999999996,-72.35,0.223,-0.08199999999999999
472,-268.311,-200.0,-0.015,-0.192
473,-267.297,-125.48299999999999,0.17300000000000001,0.026000000000000002
474,-266.282,-200.0,0.004,-0.026000000000000002
475,-265.267,-200.0,-0.005,-0.155
476,-264.253,-200.0,-0.013999999999999999,0.165
477,-263.238,346.033,0.065,-0.127
478,-262.224,794.875,-0.076,-0.21
479,-261.209,-111.81,0.073,0.015
480,-260.195,8.587,0.31,0.233
481,-259.18,59.542,-0.09300000000000001,-0.092
482,-258.165,318.45599999999996,0.08199999999999999,0.155
483,-257.151,28.518,-0.19899999999999998,0.168
484,-256.13599999999997,800.0,0.076,0.332
485,-255.122,56.275,-0.268,-0.26
486,-254.107,-200.0,0.001,0.156
487,-253.092,800.0,0.126,0.429
488,-252.078,-76.039,-0.23800000000000002,0.084
489,-251.063,-200.0,-0.009000000000000001,-0.08800000000000001
490,-250.049,-200.0,0.004,0.21100000000000002
491,-249.03400000000002,800.0,-0.156,0.46399999999999997
492,-248.019,-200.0,0.003,0.43
493,-247.005,-200.0,0.025,0.22699999999999998
494,-245.99,-200.0,-0.001,0.215
495,-244.976,303.092,0.085,0.157
496,-243.96099999999998,-200.0,-0.001,-0.035
497,-242.946,-200.0,0.015,-0.14400000000000002
498,-241.93200000000002,299.70599999999996,-0.225,-0.414
499,-240.917,-150.805,-0.251,-0.019
500,-239.903,-200.0,0.017,-0.488
501,-238.888,76.582,0.166,-0.175
502,-237.873,-64.27199999999999,0.272,-0.11
503,-236.859,700.1060000000001,0.036000000000000004,-0.094
504,-235.84400000000002,-200.0,-0.026000000000000002,-0.125
505,-234.83,20.754,-0.17300000000000001,-0.14
506,-233.815,-153.064,0.242,-0.017
507,-232.8,24.003,0.077,-0.063
508,-231.78599999999997,-24.016,-0.126,0.075
509,-230.771,800.0,-0.12300000000000001,-0.431
510,-229.757,800.0,0.057999999999999996,0.213
511,-228.74200000000002,268.66700000000003,0.145,-0.253
512,-227.727,37.568000000000005,0.18,-0.159
513,-226.713,-200.0,-0.035,-0.21600000000000003
514,-225.69799999999998,800.0,-0.061,-0.19899999999999998
515,-224.68400000000003,-142.046,0.425,0.042
516,-223.669,85.53399999999999,0.20800000000000002,0.22699999999999998
517,-222.655,-139.001,0.268,-0.028999999999999998
518,-221.64,-15.929,-0.478,-0.303
519,-220.625,800.0,-0.075,-0.263
520,-219.611,362.00199999999995,-0.069,-0.13699999999999998
521,-218.59599999999998,-200.0,-0.027999999999999997,-0.223
522,-217.582,-200.0,0.009000000000000001,-0.138
523,-216.567,335.931,-0.035,-0.067
524,-215.55200000000002,-200.0,0.016,0.198
525,-214.53799999999998,-1.205,0.057999999999999996,-0.040999999999999995
526,-213.523,-200.0,-0.01,-0.29100000000000004
527,-212.50900000000001,217.215,0.13699999999999998,0.217
528,-211.49400000000003,102.72399999999999,0.188,0.21899999999999997
529,-210.479,-200.0,-0.001,-0.145
530,-209.465,400.486,0.077,-0.16
531,-208.45,800.0,0.067,-0.233
532,-207.43599999999998,108.335,-0.256,-0.304
533,-206.421,271.751,-0.14300000000000002,-0.25
534,-205.40599999999998,-170.84599999999998,0.11900000000000001,-0.004
535,-204.392,-150.143,0.28,0.022000000000000002
536,-203.377,-93.45700000000001,-0.413,-0.114
537,-202.363,-135.63,-0.133,0.016
538,-201.34799999999998,5.797999999999999,-0.331,0.244
539,-200.333,194.329,-0.127,0.192
540,-199.31900000000002,114.649,0.125,-0.151
541,-198.304,321.295,-0.10099999999999999,-0.192
542,-197.29,-43.256,-0.065,0.033
543,-196.275,53.8,-0.341,0.326
544,-195.26,210.908,-0.047,-0.073
545,-194.24599999999998,98.77600000000001,0.217,0.249
546,-193.231,-4.072,-0.16899999999999998,0.11599999999999999
547,-192.217,406.62800000000004,0.069,-0.146
548,-191.202,-200.0,-0.038,-0.201
549,-190.187,120.853,-0.136,-0.16899999999999998
550,-189.173,2.2319999999999998,-0.114,-0.08199999999999999
551,-188.158,206.355,0.16399999999999998,-0.254
552,-187.144,313.123,-0.185,0.34600000000000003
553,-186.12900000000002,586.028,-0.075,0.184
554,-185.114,275.783,-0.094,-0.166
555,-184.1,-200.0,0.039,0.171
556,-183.085,800.0,0.005,0.021
557,-182.071,-200.0,0.003,0.042
558,-181.05599999999998,79.48100000000001,0.159,-0.17
559,-180.042,-93.604,-0.24,-0.066
560,-179.02700000000002,-200.0,-0.004,-0.066
561,-178.012,-67.01,-0.369,-0.145
