,length (m),temperature (°C),Stokes,anti-Stokes
562,-176.998,-139.608,0.353,0.037000000000000005
563,-175.983,-24.684,-0.163,-0.096
564,-174.96900000000002,216.299,-0.20600000000000002,0.325
565,-173.954,-1.409,0.314,0.22
566,-172.93900000000002,-156.409,0.061,-0.004
567,-171.925,49.501999999999995,-0.07,-0.065
568,-170.91,359.08099999999996,0.195,0.38799999999999996
569,-169.896,-46.598,-0.33799999999999997,-0.165
570,-168.88099999999997,-159.18,-0.38,-0.021
571,-167.86599999999999,-150.539,-0.395,-0.03
572,-166.852,-65.813,0.424,0.16899999999999998
573,-165.83700000000002,453.846,-0.043,-0.095
574,-164.82299999999998,-163.57,-0.166,0.008
575,-163.808,-97.51100000000001,-0.159,-0.040999999999999995
576,-162.793,-111.45100000000001,0.23399999999999999,-0.047
577,-161.779,-153.924,0.231,0.016
578,-160.764,-200.0,-0.054000000000000006,-0.271
579,-159.75,-110.86,-0.191,0.039
580,-158.735,-56.942,-0.35,0.153
581,-157.72,-96.087,0.373,-0.099
582,-156.70600000000002,164.997,0.008,-0.011000000000000001
583,-155.691,6.8660000000000005,-0.096,0.071
584,-154.67700000000002,800.0,0.124,-0.373
585,-153.662,-106.32600000000001,0.147,0.033
586,-152.64700000000002,-108.214,-0.051,-0.011000000000000001
587,-151.63299999999998,-64.105,0.341,-0.138
588,-150.618,-36.195,-0.27899999999999997,-0.15
589,-149.60399999999998,9.204,-0.08800000000000001,-0.066
590,-148.589,144.407,0.096,0.127
591,-147.57399999999998,168.347,0.225,0.318
592,-146.56,194.63400000000001,-0.113,-0.17
593,-145.545,-128.355,-0.363,-0.051
594,-144.531,37.155,0.138,0.121
595,-143.516,-22.622,0.379,-0.228
596,-142.502,-190.97799999999998,-0.095,0.001
597,-141.487,800.0,-0.057,-0.217
598,-140.472,800.0,0.11800000000000001,0.381
599,-139.458,166.015,-0.248,-0.348
600,-138.44299999999998,316.555,0.14,-0.264
601,-137.429,-200.0,0.026000000000000002,0.124
602,-136.414,43.577,-0.10300000000000001,0.09300000000000001
603,-135.399,-134.458,0.47100000000000003,-0.057
604,-134.385,-0.435,0.354,0.249
605,-133.37,127.94200000000001,0.142,0.18
606,-132.356,-4.65,0.12300000000000001,0.084
607,-131.341,-200.0,0.018000000000000002,0.132
608,-130.326,166.757,0.065,0.092
609,-129.312,-116.898,-0.221,-0.04
610,-128.297,-200.0,0.023,0.156
611,-127.28299999999999,706.813,0.018000000000000002,0.047
612,-126.26799999999999,154.161,0.223,0.303
613,-125.25299999999999,-200.0,-0.064,-0.324
614,-124.23899999999999,-162.369,-0.27,0.013000000000000001
615,-123.22399999999999,1.062,0.16399999999999998,0.11699999999999999
616,-122.21,170.451,0.04,0.055999999999999994
617,-121.195,0.003,0.205,-0.145
618,-120.18,-67.165,0.27,-0.106
619,-119.166,-76.384,-0.545,0.19
620,-118.15100000000001,363.467,-0.012,-0.023
621,-117.137,-200.0,0.002,-0.02
622,-116.12200000000001,465.38599999999997,-0.068,-0.15
623,-115.10700000000001,-1.2830000000000001,0.092,-0.065
624,-114.09299999999999,-49.931000000000004,-0.345,-0.162
625,-113.07799999999999,418.754,0.038,0.081
626,-112.064,-125.43,0.523,0.079
627,-111.04899999999999,142.716,-0.16399999999999998,0.21600000000000003
628,-110.03399999999999,-200.0,-0.028999999999999998,0.146
629,-109.02,-107.617,-0.28300000000000003,0.061
630,-108.005,-28.515,-0.273,0.156
631,-106.991,-174.736,-0.16699999999999998,-0.005
632,-105.976,800.0,0.08800000000000001,-0.299
633,-104.962,-200.0,-0.023,-0.13699999999999998
634,-103.947,800.0,0.037000000000000005,0.129
635,-102.932,-13.475999999999999,0.217,0.14
636,-101.91799999999999,47.739,-0.155,0.14300000000000002
637,-100.90299999999999,511.94199999999995,0.10400000000000001,0.24
638,-99.889,800.0,-0.149,0.5710000000000001
639,-98.874,-77.377,0.21100000000000002,0.073
640,-97.859,134.74200000000002,0.17800000000000002,-0.22899999999999998
641,-96.845,-200.0,0.042,0.36700000000000005
642,-95.83,621.061,0.126,-0.315
643,-94.816,2.964,0.07,0.05
644,-93.801,-89.26700000000001,-0.163,0.048
645,-92.786,129.839,0.29,0.368
646,-91.772,184.157,0.059000000000000004,-0.087
647,-90.757,-200.0,-0.027000000000000003,0.128
648,-89.743,-200.0,-0.017,0.084
649,-88.728,184.64700000000002,-0.231,0.34
650,-87.713,-97.34899999999999,0.209,-0.054000000000000006
651,-86.699,464.694,-0.10800000000000001,-0.24
652,-85.684,175.391,0.114,0.16399999999999998
653,-84.67,-136.084,-0.24,0.027999999999999997
654,-83.655,-200.0,-0.001,-0.032
655,-82.64,8.565,-0.168,-0.125
656,-81.626,183.704,0.102,0.15
657,-80.611,412.50699999999995,0.016,-0.035
658,-79.597,-49.019,-0.055999999999999994,-0.027000000000000003
659,-78.582,106.211,-0.11699999999999999,0.13699999999999998
660,-77.567,-135.128,0.154,0.018000000000000002
661,-76.553,140.046,0.115,-0.15
662,-75.538,-86.92,0.045,0.013999999999999999
663,-74.524,-5.644,0.262,-0.17800000000000002
664,-73.509,291.12,0.142,0.256
665,-72.494,-15.585,0.602,0.381
666,-71.48,142.411,-0.086,-0.114
667,-70.465,-93.345,-0.166,-0.046
668,-69.45100000000001,10.936,-0.102,-0.077
669,-68.436,-92.249,0.5,-0.14
670,-67.422,-179.418,0.132,-0.003
671,-66.407,180.627,0.13,-0.18899999999999997
672,-65.392,433.99699999999996,0.024,-0.051
673,-64.378,-167.47299999999998,0.185,0.006999999999999999
674,-63.363,-125.171,-0.271,0.040999999999999995
675,-62.349,-77.602,-0.158,-0.054000000000000006
676,-61.333999999999996,48.108999999999995,-0.8909999999999999,-0.825
677,-60.318999999999996,-0.294,0.121,0.085
678,-59.305,800.0,-0.191,-0.7959999999999999
679,-58.29,34.194,0.6940000000000001,0.599
680,-57.276,749.2610000000001,0.669,1.788
681,-56.261,-200.0,77.697,506.00300000000004
682,-55.246,561.575,1373.0220000000002,3287.337
683,-54.232,173.01,2666.592,3804.158
684,-53.217,115.12700000000001,2435.644,2943.6890000000003
685,-52.203,48.528999999999996,2035.75,1888.318
686,-51.188,42.324,1814.007,1632.2879999999998
687,-50.173,39.567,1767.366,1568.3570000000002
688,-49.159,54.331,1803.75,1719.273
689,-48.144,58.571000000000005,1821.695,1770.2679999999998
690,-47.13,42.235,1786.223,1606.319
691,-46.115,39.189,1771.817,1569.04
692,-45.1,38.973,1767.3970000000002,1563.3410000000001
693,-44.086000000000006,39.048,1764.3129999999999,1561.1470000000002
694,-43.071000000000005,39.051,1762.075,1559.131
695,-42.056999999999995,38.949,1759.349,1555.845
696,-41.042,39.044000000000004,1756.707,1554.1989999999998
697,-40.027,38.983000000000004,1755.182,1552.3110000000001
698,-39.013000000000005,39.004,1753.0520000000001,1550.5279999999998
699,-37.998000000000005,39.022,1751.266,1549.029
700,-36.984,39.016,1750.201,1547.979
701,-35.969,39.192,1748.338,1547.652
702,-34.954,39.242,1746.733,1546.5610000000001
703,-33.94,39.117,1745.016,1544.0020000000002
704,-32.925,39.045,1743.255,1541.815
705,-31.910999999999998,39.113,1741.118,1540.395
706,-30.896,39.049,1739.77,1538.644
707,-29.881,39.103,1737.672,1537.149
708,-28.866999999999997,39.152,1736.058,1536.045
709,-27.851999999999997,39.11,1734.61,1534.371
710,-26.838,39.185,1732.6529999999998,1533.1689999999999
711,-25.823,39.193000000000005,1731.203,1531.885
712,-24.809,39.22,1729.8139999999999,1530.807
713,-23.794,39.21,1728.049,1529.106
714,-22.779,39.126,1726.842,1527.3210000000001
715,-21.765,39.116,1725.434,1525.9370000000001
716,-20.75,39.049,1723.635,1523.769
717,-19.736,39.234,1721.905,1523.612
718,-18.721,39.215,1720.3129999999999,1521.994
719,-17.706,39.169000000000004,1718.626,1520.089
720,-16.692,39.073,1717.3770000000002,1518.18
721,-15.677,39.080999999999996,1716.1879999999999,1517.13
722,-14.663,39.113,1714.6770000000001,1515.984
723,-13.648,39.191,1713.009,1515.05
724,-12.633,39.242,1710.9360000000001,1513.5439999999999
725,-11.619000000000002,39.125,1709.381,1511.21
726,-10.604000000000001,39.176,1707.715,1510.069
727,-9.59,39.173,1706.146,1508.598
728,-8.575,39.106,1705.3329999999999,1507.306
729,-7.56,39.039,1704.433,1505.935
730,-6.546,39.185,1702.134,1504.965
731,-5.531000000000001,39.129,1701.108,1503.57
732,-4.5169999999999995,39.097,1700.118,1502.394
733,-3.502,39.12,1699.126,1501.631
734,-2.487,39.256,1697.1760000000002,1500.888
735,-1.473,38.955999999999996,1685.193,1487.9520000000002
736,-0.45799999999999996,36.121,1663.726,1447.6860000000001
737,0.556,32.152,1661.4370000000001,1407.372
738,1.571,29.015,1686.235,1404.354
739,2.5860000000000003,28.01,1700.408,1408.295
740,3.6,28.42,1656.1789999999999,1374.615
741,4.615,29.006999999999998,1558.641,1297.687
742,5.629,28.666,1501.986,1248.089
743,6.644,28.53,1494.652,1240.963
744,7.659,28.54,1493.48,1239.947
745,8.673,28.374000000000002,1491.878,1237.389
746,9.687999999999999,28.045,1489.261,1232.891
747,10.702,27.750999999999998,1485.945,1228.058
748,11.717,27.704,1484.8470000000002,1226.7269999999999
749,12.731,26.749000000000002,1480.954,1216.994
750,13.745999999999999,23.315,1472.4029999999998,1186.891
751,14.761,19.948,1464.896,1158.251
752,15.775,18.325,1460.5720000000001,1143.894
753,16.79,16.942999999999998,1457.723,1132.338
754,17.804000000000002,15.9,1454.5279999999998,1122.81
755,18.819000000000003,15.216,1452.636,1116.691
756,19.834,14.795,1450.9029999999998,1112.46
757,20.848000000000003,14.467,1449.483,1109.088
758,21.863000000000003,14.265999999999998,1447.2939999999999,1105.979
759,22.877,14.106,1446.5870000000002,1104.276
760,23.892,13.975,1446.3029999999999,1103.096
761,24.906999999999996,13.984000000000002,1445.095,1102.133
762,25.921,14.099,1443.8339999999998,1101.839
763,26.936,14.059000000000001,1443.3270000000002,1101.086
764,27.95,14.174000000000001,1441.325,1100.223
765,28.965,14.23,1439.3629999999998,1099.002
766,29.98,14.222999999999999,1437.04,1097.083
767,30.994,14.26,1435.319,1095.917
768,32.009,14.210999999999999,1434.088,1094.555
769,33.023,14.306,1432.3329999999999,1093.746
770,34.038000000000004,14.255,1431.06,1092.3419999999999
771,35.053000000000004,14.243,1429.515,1090.988
772,36.067,14.193,1428.3239999999998,1089.654
773,37.082,14.317,1427.067,1089.412
774,38.096,14.129000000000001,1426.5539999999999,1087.691
775,39.111,14.089,1425.691,1086.678
776,40.126,14.16,1424.9160000000002,1086.452
777,41.14,14.130999999999998,1423.8110000000001,1085.326
778,42.155,14.122,1423.2420000000002,1084.734
779,43.169,14.133,1423.308,1084.761
780,44.184,14.169,1423.1329999999998,1084.77
781,45.199,14.106,1422.683,1083.9189999999999
782,46.213,14.081,1421.8129999999999,1082.998
783,47.228,14.174000000000001,1420.43,1082.451
784,48.242,14.01,1419.361,1080.479
785,49.257,14.125,1417.8270000000002,1079.9569999999999
786,50.271,14.218,1416.0770000000002,1079.136
787,51.286,14.134,1414.805,1077.527
788,52.301,14.136,1413.457,1076.4180000000001
789,53.315,14.07,1412.852,1075.432
790,54.33,14.106,1411.963,1074.895
791,55.343999999999994,14.11,1410.1270000000002,1073.4260000000002
792,56.358999999999995,14.194,1408.885,1072.931
793,57.373999999999995,14.088,1408.0610000000001,1071.522
794,58.388000000000005,14.244000000000002,1406.849,1071.508
795,59.403,14.119000000000002,1406.8010000000002,1070.573
796,60.417,14.105,1405.5410000000002,1069.433
797,61.431999999999995,14.0,1404.507,1067.875
798,62.446999999999996,14.116,1403.149,1067.493
799,63.461000000000006,14.050999999999998,1402.0710000000001,1066.163
800,64.476,14.068,1401.115,1065.445
801,65.49,14.065999999999999,1399.5629999999999,1064.16
802,66.505,14.112,1397.984,1063.163
803,67.52,14.097999999999999,1396.269,1061.674
804,68.53399999999999,14.175999999999998,1395.3029999999999,1061.3410000000001
805,69.54899999999999,14.200999999999999,1394.14,1060.524
806,70.563,14.164000000000001,1392.9229999999998,1059.27
807,71.578,14.119000000000002,1391.744,1057.993
808,72.593,14.182,1390.767,1057.553
809,73.607,14.078,1389.5079999999998,1055.844
810,74.622,14.089,1388.8339999999998,1055.305
811,75.63600000000001,13.952,1388.759,1054.285
812,76.65100000000001,14.095,1387.18,1053.902
813,77.666,14.037,1387.168,1053.435
814,78.68,13.963,1386.3370000000002,1052.243
815,79.695,13.957,1385.349,1051.355
816,80.709,14.095999999999998,1384.065,1051.172
817,81.72399999999999,14.124,1383.19,1050.589
818,82.73899999999999,14.142999999999999,1382.0339999999999,1049.739
819,83.75299999999999,14.054,1381.395,1048.599
820,84.76799999999999,14.106,1380.183,1047.912
821,85.78200000000001,14.044,1378.87,1046.431
822,86.79700000000001,14.015999999999998,1377.3310000000001,1044.997
823,87.81200000000001,13.970999999999998,1376.155,1043.731
824,88.82600000000001,14.036,1374.8670000000002,1043.068
825,89.84100000000001,13.936,1373.5770000000002,1041.368
826,90.855,14.038,1372.33,1040.974
827,91.87,14.017999999999999,1371.756,1040.318
828,92.884,14.13,1370.675,1040.106
829,93.899,14.100999999999999,1369.954,1039.285
830,94.914,14.187999999999999,1369.055,1039.056
831,95.928,14.199000000000002,1368.2520000000002,1038.423
832,96.943,14.255999999999998,1367.307,1037.968
833,97.95700000000001,14.107999999999999,1366.703,1036.5
834,98.97200000000001,14.133,1365.376,1035.553
835,99.98700000000001,14.187000000000001,1364.1429999999998,1034.867
836,101.001,14.055,1363.467,1033.4389999999999
837,102.016,14.130999999999998,1362.261,1032.907
838,103.03,14.106,1361.1429999999998,1031.8139999999999
839,104.045,14.192,1360.2620000000002,1031.583
840,105.06,14.089,1359.234,1030.077
841,106.074,14.117,1357.965,1029.1989999999998
842,107.089,14.185,1356.6970000000001,1028.566
843,108.103,14.161,1355.5220000000002,1027.4360000000001
844,109.118,14.195,1353.9720000000002,1026.376
845,110.133,14.259,1352.6129999999998,1025.651
846,111.147,14.139000000000001,1351.23,1023.7739999999999
847,112.162,14.15,1350.1879999999999,1022.96
848,113.176,14.19,1348.769,1022.0419999999999
849,114.191,14.245999999999999,1347.85,1021.5989999999999
850,115.206,14.229000000000001,1346.65,1020.4960000000001
851,116.22,14.149000000000001,1346.0829999999999,1019.4839999999999
852,117.235,14.265,1344.277,1018.738
853,118.249,14.287,1343.896,1018.49
854,119.264,14.167,1342.8310000000001,1016.86
855,120.279,14.207,1341.576,1016.066
856,121.29299999999999,14.19,1340.455,1015.0219999999999
857,122.30799999999999,14.307,1338.969,1014.5189999999999
858,123.322,14.155,1338.507,1013.153
859,124.337,14.222000000000001,1337.537,1012.737
860,125.352,14.228,1336.293,1011.743
861,126.366,14.295,1334.911,1011.013
862,127.381,14.357000000000001,1334.014,1010.625
863,128.395,14.248,1333.283,1009.319
864,129.41,14.307,1331.967,1008.5889999999999
865,130.424,14.214,1331.685,1007.7230000000001
866,131.439,14.342,1330.3210000000001,1007.378
867,132.454,14.26,1329.582,1006.2330000000001
868,133.468,14.335,1328.5720000000001,1005.834
869,134.483,14.220999999999998,1327.967,1004.597
870,135.497,14.33,1326.5339999999999,1004.081
871,136.512,14.297,1325.255,1002.824
872,137.52700000000002,14.333,1324.009,1002.0089999999999
873,138.541,14.282,1322.6689999999999,1000.605
874,139.556,14.318,1321.0439999999999,999.5010000000001
875,140.57,14.409,1319.655,998.905
876,141.585,14.344000000000001,1318.394,997.472
877,142.6,14.245999999999999,1317.2579999999998,995.938
878,143.614,14.257,1316.9460000000001,995.68
879,144.629,14.318,1315.7060000000001,995.0210000000001
880,145.643,14.248,1314.474,993.585
881,146.658,14.328,1313.0320000000002,992.8839999999999
882,147.673,14.327,1311.67,991.7610000000001
883,148.687,14.286,1310.799,990.7669999999999
884,149.702,14.134,1309.607,988.878
885,150.716,14.25,1308.1589999999999,988.3839999999999
886,151.731,14.327,1306.579,987.558
887,152.746,14.334000000000001,1305.243,986.507
888,153.76,14.345999999999998,1304.14,985.6560000000001
889,154.775,14.384,1302.995,984.928
890,155.789,14.375,1301.4489999999998,983.615
891,156.804,14.38,1300.573,982.898
892,157.819,14.399000000000001,1299.502,982.112
893,158.833,14.365,1298.16,980.814
894,159.84799999999998,14.48,1297.222,980.694
895,160.862,14.392999999999999,1296.247,979.355
896,161.877,14.414000000000001,1295.339,978.707
897,162.892,14.375,1294.43,977.704
898,163.90599999999998,14.435,1293.378,977.178
899,164.921,14.449000000000002,1292.5639999999999,976.559
900,165.935,14.477,1291.572,975.8839999999999
901,166.95,14.448,1291.248,975.387
902,167.96400000000003,14.594000000000001,1289.9,975.132
903,168.979,14.509,1289.604,974.33
904,169.99400000000003,14.517999999999999,1288.62,973.551
905,171.00799999999998,14.536,1288.019,973.117
906,172.023,14.501,1287.258,972.2489999999999
907,173.037,14.609000000000002,1285.751,971.653
908,174.05200000000002,14.513,1285.6689999999999,970.948
909,175.067,14.585,1283.826,969.8889999999999
910,176.081,14.58,1283.007,969.153
911,177.09599999999998,14.52,1282.576,968.393
912,178.11,14.687000000000001,1281.087,968.154
913,179.125,14.58,1280.1,966.701
914,180.14,14.677,1278.498,965.965
915,181.15400000000002,14.609000000000002,1277.415,964.67
916,182.169,14.689,1276.1860000000001,964.118
917,183.183,14.708,1275.0819999999999,963.312
918,184.19799999999998,14.765999999999998,1273.61,962.444
919,185.213,14.754000000000001,1272.506,961.46
920,186.227,14.639000000000001,1272.018,960.3430000000001
921,187.24200000000002,14.761,1270.631,959.913
922,188.25599999999997,14.717,1269.656,958.8389999999999
923,189.271,14.835999999999999,1268.3210000000001,958.427
924,190.28599999999997,14.999,1267.626,958.753
925,191.3,14.901,1267.339,957.8860000000001
926,192.315,14.888,1266.6580000000001,957.215
927,193.329,14.849,1265.96,956.377
928,194.34400000000002,14.776,1265.392,955.445
929,195.359,14.795,1264.792,955.0160000000001
930,196.373,14.763,1264.011,954.16
931,197.388,14.860999999999999,1263.772,954.454
932,198.40200000000002,14.880999999999998,1263.15,954.0169999999999
933,199.417,14.885,1262.118,953.175
934,200.43200000000002,14.892000000000001,1261.09,952.352
935,201.446,14.940999999999999,1260.099,951.797
936,202.46099999999998,14.994000000000002,1259.195,951.3330000000001
937,203.475,14.952,1258.59,950.555
938,204.49,15.050999999999998,1257.008,949.835
939,205.50400000000002,14.967,1255.996,948.5110000000001
940,206.519,14.913,1254.931,947.316
941,207.53400000000002,15.048,1253.874,947.201
942,208.548,15.009,1252.499,945.857
943,209.563,14.995,1252.1680000000001,945.442
944,210.577,15.045,1251.246,944.947
945,211.592,15.06,1250.3419999999999,944.268
946,212.607,15.04,1249.6019999999999,943.508
947,213.62099999999998,15.084000000000001,1248.392,942.76
948,214.636,15.122,1247.5230000000001,942.237
949,215.65,15.093,1246.695,941.3639999999999
950,216.665,15.162,1245.494,940.762
951,217.68,15.164000000000001,1244.5230000000001,939.956
952,218.69400000000002,15.222000000000001,1243.675,939.56
953,219.709,15.222000000000001,1243.1960000000001,939.1139999999999
954,220.72299999999998,15.22,1241.894,938.0319999999999
955,221.738,15.183,1241.887,937.738
956,222.753,15.210999999999999,1240.974,937.123
957,223.767,15.238,1239.98,936.44
958,224.782,15.217,1239.612,935.9639999999999
959,225.796,15.315999999999999,1238.636,935.696
960,226.81099999999998,15.378,1237.764,935.299
961,227.826,15.37,1237.531,934.995
962,228.84,15.353,1236.93,934.3639999999999
963,229.855,15.350999999999999,1236.197,933.717
964,230.86900000000003,15.372,1235.106,932.924
965,231.88400000000001,15.415,1234.2060000000001,932.404
966,232.899,15.34,1233.678,931.5039999999999
967,233.91299999999998,15.37,1232.8980000000001,930.998
968,234.928,15.422,1232.009,930.535
969,235.942,15.418,1231.497,930.0419999999999
970,236.957,15.389000000000001,1230.876,929.332
971,237.972,15.467,1230.098,929.095
972,238.986,15.421,1229.108,928.0110000000001
973,240.00099999999998,15.549000000000001,1227.9569999999999,927.765
974,241.015,15.475,1227.0330000000001,926.578
975,242.03,15.425999999999998,1226.633,925.924
976,243.045,15.514000000000001,1225.357,925.362
977,244.05900000000003,15.427999999999999,1225.062,924.581
978,245.074,15.585999999999999,1224.0839999999998,924.633
979,246.088,15.504000000000001,1223.268,923.4839999999999
980,247.10299999999998,15.512,1222.849,923.1289999999999
981,248.11700000000002,15.552999999999999,1221.911,922.565
982,249.132,15.567,1221.062,921.922
983,250.14700000000002,15.544,1220.514,921.299
984,251.16099999999997,15.67,1219.488,921.132
985,252.176,15.627,1218.9360000000001,920.4019999999999
986,253.19,15.638,1218.353,919.936
987,254.205,15.716,1217.376,919.546
988,255.22,15.71,1216.836,919.025
989,256.23400000000004,15.669,1216.268,918.2869999999999
990,257.249,15.704,1215.348,917.707
991,258.263,15.767999999999999,1215.028,917.7310000000001
992,259.278,15.855,1214.264,917.547
993,260.293,15.745,1213.94,916.623
994,261.307,15.79,1213.639,916.558
995,262.322,15.888,1212.247,915.957
996,263.336,15.845999999999998,1211.45,915.046
997,264.351,15.783,1211.121,914.3760000000001
998,265.366,15.808,1210.303,913.813
999,266.38,15.769,1209.9769999999999,913.2739999999999
1000,267.395,15.857999999999999,1209.067,912.99
1001,268.409,16.014,1207.735,912.747
1002,269.42400000000004,15.98,1207.4260000000002,912.25
1003,270.439,16.018,1207.052,912.09
1004,271.453,16.018,1206.108,911.295
1005,272.468,15.979000000000001,1205.305,910.3989999999999
1006,273.482,15.977,1204.506,909.701
1007,274.497,16.148,1203.947,910.125
1008,275.512,16.102999999999998,1203.202,909.2360000000001
1009,276.526,16.026,1202.657,908.33
1010,277.541,16.136,1201.4769999999999,907.951
1011,278.555,16.076,1200.984,907.174
1012,279.57,16.079,1200.546,906.7819999999999
1013,280.585,16.092,1199.396,905.9
1014,281.599,16.166,1198.224,905.334
1015,282.61400000000003,16.195999999999998,1197.27,904.695
1016,283.628,16.2,1196.23,903.8510000000001
1017,284.643,16.204,1195.326,903.107
1018,285.657,16.26,1194.634,902.806
1019,286.672,16.256,1193.7169999999999,902.012
1020,287.687,16.384,1192.612,901.7810000000001
1021,288.70099999999996,16.249000000000002,1192.133,900.615
1022,289.716,16.337,1191.063,900.2
1023,290.73,16.278,1190.295,899.222
1024,291.745,16.302,1189.657,898.789
1025,292.76,16.352999999999998,1189.264,898.687
1026,293.774,16.337,1188.895,898.242
1027,294.789,16.412,1187.476,897.4860000000001
1028,295.803,16.444000000000003,1186.8310000000001,897.09
1029,296.818,16.428,1186.478,896.6569999999999
1030,297.83299999999997,16.477,1185.5330000000001,896.123
1031,298.847,16.51,1184.654,895.555
1032,299.862,16.434,1183.996,894.58
1033,300.876,16.396,1183.34,893.799
1034,301.89099999999996,16.575,1182.59,894.1039999999999
1035,302.906,16.458,1181.642,892.69
1036,303.92,16.511,1180.8210000000001,892.27
1037,304.935,16.592,1180.386,892.2860000000001
1038,305.949,16.627,1179.657,891.845
1039,306.964,16.599,1179.008,891.125
1040,307.97900000000004,16.646,1178.506,890.916
1041,308.993,16.643,1177.5539999999999,890.1030000000001
1042,310.008,16.689,1176.688,889.61
1043,311.022,16.605,1176.015,888.578
1044,312.03700000000003,16.663,1175.026,888.059
1045,313.052,16.562,1174.059,886.7189999999999
1046,314.066,16.645,1173.1989999999998,886.428
1047,315.08099999999996,16.809,1172.336,886.557
1048,316.095,16.749000000000002,1171.845,885.79
1049,317.11,16.745,1171.136,885.155
1050,318.125,16.69,1170.5430000000001,884.341
1051,319.139,16.658,1169.728,883.4810000000001
1052,320.154,16.807000000000002,1168.701,883.4060000000001
1053,321.168,16.695999999999998,1168.232,882.39
1054,322.183,16.782,1167.589,882.2769999999999
1055,323.197,16.766,1167.238,881.8480000000001
1056,324.212,16.840999999999998,1166.538,881.633
1057,325.22700000000003,16.82,1165.787,880.8810000000001
1058,326.241,16.808,1165.003,880.1460000000001
1059,327.256,16.825,1164.0810000000001,879.459
1060,328.27,16.835,1163.155,878.7339999999999
1061,329.285,16.923,1162.068,878.289
1062,330.3,16.855999999999998,1161.635,877.539
1063,331.314,16.826,1160.72,876.6160000000001
1064,332.329,16.944000000000003,1159.5330000000001,876.253
1065,333.343,16.947,1158.539,875.44
1066,334.358,16.902,1157.952,874.684
1067,335.37300000000005,16.81,1157.4160000000002,873.7280000000001
1068,336.38699999999994,16.861,1156.254,873.035
1069,337.402,16.879,1155.5739999999998,872.538
1070,338.416,16.891,1154.762,871.91
1071,339.431,16.971,1154.316,871.91
1072,340.44599999999997,16.961,1153.733,871.3389999999999
1073,341.46,16.98,1152.8010000000002,870.654
1074,342.475,17.07,1151.691,870.201
1075,343.48900000000003,17.139,1150.631,869.677
1076,344.504,17.079,1150.099,868.89
1077,345.519,16.989,1149.379,867.808
1078,346.533,17.062,1148.4669999999999,867.4169999999999
1079,347.548,17.135,1147.377,866.89
1080,348.56199999999995,17.252,1146.557,866.789
1081,349.577,17.157,1146.326,866.055
1082,350.592,17.088,1145.687,865.1410000000001
1083,351.606,17.248,1145.012,865.3739999999999
1084,352.621,17.308,1143.858,864.7289999999999
1085,353.635,17.202,1143.77,864.048
1086,354.65,17.303,1142.807,863.7560000000001
1087,355.665,17.221,1142.13,862.752
1088,356.67900000000003,17.281,1141.15,862.2360000000001
1089,357.694,17.262999999999998,1140.64,861.685
1090,358.708,17.327,1139.822,861.314
1091,359.723,17.303,1138.962,860.4689999999999
1092,360.73800000000006,17.396,1138.633,860.615
1093,361.75199999999995,17.375,1137.883,859.8639999999999
1094,362.767,17.319000000000003,1137.434,859.164
1095,363.781,17.405,1137.167,859.325
1096,364.796,17.404,1135.9289999999999,858.306
1097,365.81,17.367,1135.849,857.985
1098,366.825,17.465999999999998,1135.146,857.873
1099,367.84,17.421,1134.5639999999999,857.133
1100,368.85400000000004,17.484,1133.833,856.822
1101,369.869,17.412,1132.641,855.4839999999999
1102,370.88300000000004,17.572,1132.198,855.878
1103,371.898,17.503,1131.292,854.77
1104,372.913,17.618,1130.861,854.945
1105,373.92699999999996,17.480999999999998,1130.572,853.9630000000001
1106,374.94199999999995,17.59,1129.604,853.704
1107,375.95599999999996,17.549,1129.633,853.444
1108,376.971,17.616,1128.472,852.827
1109,377.986,17.69,1127.802,852.6139999999999
1110,379.0,17.711,1126.972,852.0169999999999
1111,380.015,17.719,1126.57,851.678
1112,381.029,17.718,1125.774,850.995
1113,382.04400000000004,17.76,1125.2730000000001,850.75
1114,383.059,17.778,1124.632,850.283
1115,384.07300000000004,17.686,1124.16,849.3939999999999
1116,385.088,17.826,1122.943,849.0939999999999
1117,386.102,17.882,1121.818,848.444
1118,387.11699999999996,17.825,1121.288,847.687
1119,388.13199999999995,17.845,1120.364,847.012
1120,389.14599999999996,17.704,1119.974,845.944
1121,390.161,17.808,1119.038,845.675
1122,391.175,17.844,1118.7169999999999,845.54
1123,392.19,17.899,1117.711,844.9780000000001
1124,393.205,17.944000000000003,1116.684,844.347
1125,394.219,17.968,1115.503,843.495
1126,395.23400000000004,17.993,1115.086,843.232
1127,396.24800000000005,17.964000000000002,1113.756,842.0060000000001
1128,397.26300000000003,17.937,1112.94,841.184
1129,398.278,18.019000000000002,1112.172,840.93
1130,399.292,18.064,1111.5539999999999,840.61
1131,400.30699999999996,18.015,1110.685,839.638
1132,401.32099999999997,17.942,1110.711,839.225
1133,402.336,18.085,1109.537,838.9639999999999
1134,403.35,18.074,1108.934,838.3839999999999
1135,404.365,17.945,1108.511,837.3560000000001
1136,405.38,18.01,1107.515,836.85
1137,406.394,18.116,1106.427,836.47
1138,407.409,18.055,1105.76,835.592
1139,408.423,18.124000000000002,1105.173,835.416
1140,409.43800000000005,18.146,1104.115,834.645
1141,410.45300000000003,18.082,1103.537,833.826
1142,411.467,18.224,1102.545,833.695
1143,412.48199999999997,18.237000000000002,1102.1,833.347
1144,413.496,18.256,1101.245,832.717
